driver_name,car_number,team_name,manufacturer,season_year,race_number,race_pos,quali_pos,stage_1_pos,stage_2_pos,stage_3_pos,laps_led,status,season_points,finish_position_points,stage_points,playoff_points
Andy Lally,15,Rick Ware Racing,Ford,2023,32,35,35,0,0,0,0,crash,0,2,0,0
Erik Jones,43,Legacy Motor Club,Chevrolet,2023,32,36,23,0,0,0,0,crash,1,1,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2023,32,37,9,0,3,0,0,dvp,9,1,8,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2023,33,1,2,1,1,0,133,running,60,40,20,7
Christopher Bell,20,Joe Gibbs Racing,Toyota,2023,33,2,1,2,3,0,61,running,52,35,17,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2023,33,3,6,8,7,0,0,running,41,34,7,0
Brad Keselowski,6,RFK Racing,Ford,2023,33,4,21,3,5,0,38,running,47,33,14,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2023,33,5,10,0,2,0,0,running,41,32,9,0
Ryan Blaney,12,Team Penske,Ford,2023,33,6,12,6,8,0,0,running,39,31,8,0
William Byron,24,Hendrick Motorsports,Chevrolet,2023,33,7,3,10,6,0,1,running,36,30,6,0
Tyler Reddick,45,23XI Racing,Toyota,2023,33,8,8,4,9,0,0,running,38,29,9,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2023,33,9,4,5,0,0,9,running,34,28,6,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2023,33,10,15,7,4,0,23,running,38,27,11,0
Chris Buescher,17,RFK Racing,Ford,2023,33,11,5,0,0,0,0,running,26,26,0,0
Joey Logano,22,Team Penske,Ford,2023,33,12,9,0,0,0,0,running,25,25,0,0
Bubba Wallace,23,23XI Racing,Toyota,2023,33,13,7,0,10,0,0,running,25,24,1,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2023,33,14,13,0,0,0,0,running,23,23,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2023,33,15,36,0,0,0,0,running,22,22,0,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2023,33,16,24,9,0,0,0,running,23,21,2,0
Michael McDowell,34,Front Row Motorsports,Ford,2023,33,17,18,0,0,0,0,running,20,20,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2023,33,18,16,0,0,0,0,running,19,19,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2023,33,19,28,0,0,0,0,running,18,18,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2023,33,20,33,0,0,0,0,running,17,17,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2023,33,21,22,0,0,0,0,running,16,16,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2023,33,22,20,0,0,0,0,running,15,15,0,0
Austin Cindric,2,Team Penske,Ford,2023,33,23,19,0,0,0,0,running,14,14,0,0
Ty Dillon,77,Spire Motorsports,Chevrolet,2023,33,24,27,0,0,0,0,running,13,13,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2023,33,25,30,0,0,0,0,running,12,12,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2023,33,26,32,0,0,0,0,running,11,11,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2023,33,27,29,0,0,0,0,running,10,10,0,0
Erik Jones,43,Legacy Motor Club,Chevrolet,2023,33,28,23,0,0,0,0,running,9,9,0,0
J.J. Yeley,51,Rick Ware Racing,Ford,2023,33,29,26,0,0,0,2,running,0,8,0,0
Brennan Poole,15,Rick Ware Racing,Ford,2023,33,30,34,0,0,0,0,running,0,7,0,0
B.J. McLeod,78,Live Fast Motorsports,Chevrolet,2023,33,31,31,0,0,0,0,running,0,6,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2023,33,32,35,0,0,0,0,running,5,5,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2023,33,33,17,0,0,0,0,running,4,4,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2023,33,34,11,0,0,0,0,running,3,3,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2023,33,35,14,0,0,0,0,crash,2,2,0,0
Carson Hocevar,42,Legacy Motor Club,Chevrolet,2023,33,36,25,0,0,0,0,crash,0,1,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2023,34,1,13,9,0,0,26,running,42,40,2,5
Ryan Blaney,12,Team Penske,Ford,2023,34,2,10,3,1,0,53,running,53,35,18,1
Tyler Reddick,45,23XI Racing,Toyota,2023,34,3,3,7,7,0,1,running,42,34,8,0
William Byron,24,Hendrick Motorsports,Chevrolet,2023,34,4,7,4,2,0,25,running,49,33,16,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2023,34,5,25,0,0,0,0,running,32,32,0,0
Bubba Wallace,23,23XI Racing,Toyota,2023,34,6,2,0,0,0,9,running,31,31,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2023,34,7,9,10,8,0,0,running,34,30,4,0
Joey Logano,22,Team Penske,Ford,2023,34,8,36,0,10,0,0,running,30,29,1,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2023,34,9,30,0,0,0,0,running,28,28,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2023,34,10,6,8,9,0,0,running,32,27,5,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2023,34,11,22,0,0,0,0,running,26,26,0,0
Austin Cindric,2,Team Penske,Ford,2023,34,12,26,0,0,0,0,running,25,25,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2023,34,13,29,0,0,0,0,running,24,24,0,0
Erik Jones,43,Legacy Motor Club,Chevrolet,2023,34,14,19,0,0,0,0,running,23,23,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2023,34,15,16,0,0,0,0,running,22,22,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2023,34,16,14,0,0,0,0,running,21,21,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2023,34,17,21,0,0,0,0,running,20,20,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2023,34,18,18,0,0,0,0,running,19,19,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2023,34,19,12,0,0,0,0,running,18,18,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2023,34,20,20,0,0,0,0,running,17,17,0,0
Chris Buescher,17,RFK Racing,Ford,2023,34,21,17,0,0,0,0,running,16,16,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2023,34,22,15,0,0,0,0,running,15,15,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2023,34,23,27,0,0,0,0,running,14,14,0,0
Ty Dillon,77,Spire Motorsports,Chevrolet,2023,34,24,33,0,0,0,0,running,13,13,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2023,34,25,32,0,0,0,0,running,12,12,0,0
Ryan Newman,51,Rick Ware Racing,Ford,2023,34,26,34,0,0,0,0,running,0,11,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2023,34,27,23,0,0,0,0,running,10,10,0,0
Brad Keselowski,6,RFK Racing,Ford,2023,34,28,4,2,5,0,16,running,24,9,15,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2023,34,29,1,5,6,0,10,engine,19,8,11,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2023,34,30,11,6,4,0,31,crash,19,7,12,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2023,34,31,8,0,0,0,0,crash,6,6,0,0
John H. Nemechek,42,Legacy Motor Club,Chevrolet,2023,34,32,24,0,0,0,0,crash,0,5,0,0
J.J. Yeley,15,Rick Ware Racing,Ford,2023,34,33,31,0,0,0,0,crash,0,4,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2023,34,34,5,1,3,0,96,crash,21,3,18,1
Josh Bilicki,78,Live Fast Motorsports,Chevrolet,2023,34,35,35,0,0,0,0,crash,0,2,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2023,34,36,28,0,0,0,0,overheating,1,1,0,0
Ryan Blaney,12,Team Penske,Ford,2023,35,1,11,2,1,0,145,running,59,40,19,6
Aric Almirola,10,Stewart-Haas Racing,Ford,2023,35,2,12,0,0,0,66,running,35,35,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2023,35,3,4,1,2,0,156,running,53,34,19,1
Chase Briscoe,14,Stewart-Haas Racing,Ford,2023,35,4,3,4,3,0,0,running,48,33,15,0
Joey Logano,22,Team Penske,Ford,2023,35,5,15,9,4,0,0,running,41,32,9,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2023,35,6,5,0,0,0,0,running,31,31,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2023,35,7,7,6,10,0,0,running,36,30,6,0
Chris Buescher,17,RFK Racing,Ford,2023,35,8,18,0,0,0,0,running,29,29,0,0
Austin Cindric,2,Team Penske,Ford,2023,35,9,21,0,0,0,0,running,28,28,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2023,35,10,17,0,8,0,0,running,30,27,3,0
Bubba Wallace,23,23XI Racing,Toyota,2023,35,11,6,0,0,0,0,running,26,26,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2023,35,12,1,3,0,0,47,running,33,25,8,0
William Byron,24,Hendrick Motorsports,Chevrolet,2023,35,13,16,0,0,0,0,running,24,24,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2023,35,14,13,0,0,0,0,running,23,23,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2023,35,15,28,0,0,0,0,running,22,22,0,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2023,35,16,8,10,9,0,0,running,24,21,3,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2023,35,17,14,0,0,0,83,running,20,20,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2023,35,18,2,7,6,0,0,running,28,19,9,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2023,35,19,20,0,0,0,0,running,18,18,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2023,35,20,9,8,7,0,0,running,24,17,7,0
Erik Jones,43,Legacy Motor Club,Chevrolet,2023,35,21,29,0,0,0,0,running,16,16,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2023,35,22,30,0,0,0,3,running,15,15,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2023,35,23,26,0,0,0,0,running,14,14,0,0
Ty Dillon,77,Spire Motorsports,Chevrolet,2023,35,24,34,0,0,0,0,running,13,13,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2023,35,25,23,0,0,0,0,running,12,12,0,0
Tyler Reddick,45,23XI Racing,Toyota,2023,35,26,19,0,0,0,0,running,11,11,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2023,35,27,31,0,0,0,0,running,10,10,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2023,35,28,25,0,0,0,0,running,9,9,0,0
Ryan Newman,51,Rick Ware Racing,Ford,2023,35,29,33,0,0,0,0,running,0,8,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2023,35,30,24,0,0,0,0,running,7,7,0,0
Carson Hocevar,42,Legacy Motor Club,Chevrolet,2023,35,31,32,0,0,0,0,running,0,6,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2023,35,32,22,0,0,0,0,running,5,5,0,0
Brad Keselowski,6,RFK Racing,Ford,2023,35,33,10,5,5,0,0,running,16,4,12,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2023,35,34,27,0,0,0,0,dvp,3,3,0,0
J.J. Yeley,15,Rick Ware Racing,Ford,2023,35,35,35,0,0,0,0,crash,0,2,0,0
B.J. McLeod,78,Live Fast Motorsports,Chevrolet,2023,35,36,36,0,0,0,0,overheating,0,1,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2023,36,1,8,3,2,0,157,running,57,40,17,5
Ryan Blaney,12,Team Penske,Ford,2023,36,2,15,10,6,0,2,running,35,35,6,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2023,36,3,4,5,7,0,0,running,34,34,10,0
William Byron,24,Hendrick Motorsports,Chevrolet,2023,36,4,1,1,4,0,95,running,33,33,17,1
Chris Buescher,17,RFK Racing,Ford,2023,36,5,9,6,1,0,18,running,47,32,15,1
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2023,36,6,2,7,5,0,1,running,41,31,10,0
Kevin Harvick,4,Stewart-Haas Racing,Ford,2023,36,7,3,2,3,0,23,running,47,30,17,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2023,36,8,6,0,0,0,14,running,29,29,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2023,36,9,19,0,0,0,0,running,28,28,0,0
Bubba Wallace,23,23XI Racing,Toyota,2023,36,10,5,4,8,0,0,running,37,27,10,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2023,36,11,16,0,0,0,0,running,26,26,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2023,36,12,21,0,0,0,0,running,25,25,0,0
Aric Almirola,10,Stewart-Haas Racing,Ford,2023,36,13,28,0,0,0,0,running,24,24,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2023,36,14,12,0,0,0,0,running,23,23,0,0
Brad Keselowski,6,RFK Racing,Ford,2023,36,15,31,0,9,0,0,running,24,22,2,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2023,36,16,20,0,0,0,0,running,21,21,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2023,36,17,23,0,0,0,0,running,20,20,0,0
Joey Logano,22,Team Penske,Ford,2023,36,18,17,0,0,0,0,running,19,19,0,0
Carson Hocevar,42,Legacy Motor Club,Chevrolet,2023,36,19,22,0,0,0,0,running,0,18,0,0
Erik Jones,43,Legacy Motor Club,Chevrolet,2023,36,20,7,8,10,0,0,running,21,17,4,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2023,36,21,11,0,0,0,0,running,16,16,0,0
Tyler Reddick,45,23XI Racing,Toyota,2023,36,22,10,0,0,0,0,running,15,15,0,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2023,36,23,24,0,0,0,0,running,14,14,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2023,36,24,26,0,0,0,2,running,13,13,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2023,36,25,18,0,0,0,0,running,12,12,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2023,36,26,25,0,0,0,0,running,11,11,0,0
J.J. Yeley,15,Rick Ware Racing,Ford,2023,36,27,34,0,0,0,0,running,0,10,0,0
Ty Dillon,77,Spire Motorsports,Chevrolet,2023,36,28,33,0,0,0,0,running,9,9,0,0
Justin Haley,31,Kaulig Racing,Chevrolet,2023,36,29,35,0,0,0,0,running,8,8,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2023,36,30,14,0,0,0,0,running,7,7,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2023,36,31,29,0,0,0,0,running,6,6,0,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2023,36,32,32,0,0,0,0,running,5,5,0,0
B.J. McLeod,78,Live Fast Motorsports,Chevrolet,2023,36,33,36,0,0,0,0,running,0,4,0,0
Ryan Newman,51,Rick Ware Racing,Ford,2023,36,34,30,0,0,0,0,running,0,3,0,0
Austin Cindric,2,Team Penske,Ford,2023,36,35,27,0,0,0,0,running,2,2,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2023,36,36,13,9,0,0,0,crash,1,1,2,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,1,1,18,5,6,0,4,running,54,40,11,5
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,1,2,7,4,0,0,0,running,50,35,7,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,1,3,4,0,0,0,22,running,44,34,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,1,4,29,0,0,0,1,running,33,33,0,0
Bubba Wallace,23,23XI Racing,Toyota,2024,1,5,24,8,7,0,3,running,39,32,7,0
A.J. Allmendinger,16,Kaulig Racing,Chevrolet,2024,1,6,28,0,9,0,9,running,0,31,2,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,1,7,10,0,0,0,0,running,37,30,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,1,8,11,0,0,0,0,running,35,29,0,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,1,9,38,0,0,0,5,running,28,28,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,1,10,20,0,0,0,0,running,29,27,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,1,11,17,2,0,0,7,running,37,26,9,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,1,12,34,6,4,0,12,running,37,25,12,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,1,13,14,0,0,0,0,running,29,24,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,1,14,5,1,0,0,13,running,42,23,10,1
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,1,15,27,9,0,0,0,running,24,22,2,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,1,16,37,0,0,0,0,running,21,21,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,1,17,15,0,0,0,0,running,23,20,0,0
Chris Buescher,17,RFK Racing,Ford,2024,1,18,19,0,10,0,0,running,21,19,1,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,1,19,8,7,0,0,10,running,30,18,4,0
David Ragan,60,RFK Racing,Ford,2024,1,20,40,0,0,0,2,running,17,17,0,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,1,21,21,3,0,0,14,running,24,16,8,0
Austin Cindric,2,Team Penske,Ford,2024,1,22,6,0,2,0,13,running,33,15,9,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,1,23,25,0,0,0,0,running,14,14,0,0
Riley Herbst,15,Rick Ware Racing,Ford,2024,1,24,36,0,0,0,0,running,0,13,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,1,25,30,0,0,0,1,running,12,12,0,0
Justin Haley,51,Rick Ware Racing,Ford,2024,1,26,22,0,0,0,0,running,12,11,0,0
Anthony Alfredo,62,Beard Motorsports,Chevrolet,2024,1,27,39,0,0,0,0,running,0,10,0,0
Jimmie Johnson,84,Legacy Motor Club,Toyota,2024,1,28,23,0,0,0,0,running,9,9,0,0
Tyler Reddick,45,23XI Racing,Toyota,2024,1,29,3,0,5,0,0,crash,24,8,6,0
Ryan Blaney,12,Team Penske,Ford,2024,1,30,32,0,1,0,12,crash,17,7,10,1
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,1,31,35,0,8,0,0,crash,9,6,3,0
Joey Logano,22,Team Penske,Ford,2024,1,32,1,0,0,0,45,crash,9,5,0,0
Brad Keselowski,6,RFK Racing,Ford,2024,1,33,16,0,0,0,3,crash,8,4,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,1,34,13,10,3,0,2,crash,17,3,9,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,1,35,31,0,0,0,16,crash,2,2,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,1,36,2,0,0,0,6,running,1,1,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,1,37,33,0,0,0,0,running,1,1,0,0
Kaz Grala,36,Front Row Motorsports,Ford,2024,1,38,26,0,0,0,0,crash,1,1,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,1,39,12,0,0,0,0,crash,7,1,0,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,1,40,9,0,0,0,0,crash,8,1,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,2,1,23,0,4,0,9,running,47,40,7,5
Ryan Blaney,12,Team Penske,Ford,2024,2,2,6,2,3,0,31,running,52,35,17,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,2,3,3,5,0,0,28,running,40,34,6,0
Austin Cindric,2,Team Penske,Ford,2024,2,4,8,0,1,0,32,running,43,33,10,1
Bubba Wallace,23,23XI Racing,Toyota,2024,2,5,18,8,0,0,3,running,35,32,3,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,2,6,27,7,0,0,1,running,35,31,4,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,2,7,21,3,0,0,0,running,38,30,8,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,2,8,1,1,0,0,27,running,39,29,10,1
Chris Buescher,17,RFK Racing,Ford,2024,2,9,7,0,0,0,1,running,28,28,0,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,2,10,25,0,0,0,0,running,27,27,0,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,2,11,16,0,8,0,0,running,29,26,3,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,2,12,12,6,5,0,9,running,36,25,11,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,2,13,32,0,0,0,0,running,24,24,0,0
Kaz Grala,15,Rick Ware Racing,Ford,2024,2,14,33,0,0,0,0,running,23,23,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,2,15,28,0,10,0,0,running,23,22,1,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,2,16,20,0,0,0,0,running,-14,21,0,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,2,17,11,9,0,0,0,running,22,20,2,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,2,18,26,0,0,0,0,running,19,19,0,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,2,19,35,0,0,0,0,running,18,18,0,0
Justin Haley,51,Rick Ware Racing,Ford,2024,2,20,31,0,0,0,0,running,17,17,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,2,21,34,0,0,0,0,running,16,16,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,2,22,10,0,0,0,0,running,15,15,0,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,2,23,13,0,0,0,15,running,14,14,0,0
B.J. McLeod,78,Live Fast Motorsports,Chevrolet,2024,2,24,36,0,0,0,0,running,0,13,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,2,25,37,0,0,0,0,running,12,12,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,2,26,4,10,6,0,58,running,17,11,6,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,2,27,17,0,0,0,0,running,10,10,0,0
Joey Logano,22,Team Penske,Ford,2024,2,28,2,0,0,0,27,running,9,9,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,2,29,14,0,0,0,0,crash,8,8,0,0
Tyler Reddick,45,23XI Racing,Toyota,2024,2,30,19,0,0,0,0,running,7,7,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,2,31,9,0,9,0,0,crash,8,6,2,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,2,32,5,4,2,0,17,crash,21,5,16,0
Brad Keselowski,6,RFK Racing,Ford,2024,2,33,24,0,7,0,2,crash,8,4,4,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,2,34,22,0,0,0,0,crash,3,3,0,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,2,35,29,0,0,0,0,dvp,0,2,0,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,2,36,15,0,0,0,0,crash,-34,1,0,0
Josh Williams,16,Kaulig Racing,Chevrolet,2024,2,37,30,0,0,0,0,crash,0,1,0,0
Kyle Larson,5,Hendrick Motorsports,Chevrolet,2024,3,1,2,1,1,0,181,running,60,40,20,7
Tyler Reddick,45,23XI Racing,Toyota,2024,3,2,18,2,2,0,1,running,53,35,18,0
Ryan Blaney,12,Team Penske,Ford,2024,3,3,15,0,4,0,0,running,41,34,7,0
Ross Chastain,1,Trackhouse Racing,Chevrolet,2024,3,4,20,8,0,0,2,running,36,33,3,0
Ty Gibbs,54,Joe Gibbs Racing,Toyota,2024,3,5,8,6,0,0,0,running,37,32,5,0
Noah Gragson,10,Stewart-Haas Racing,Ford,2024,3,6,30,0,0,0,0,running,31,31,0,0
Martin Truex Jr,19,Joe Gibbs Racing,Toyota,2024,3,7,7,3,5,0,4,running,44,30,14,0
Denny Hamlin,11,Joe Gibbs Racing,Toyota,2024,3,8,28,5,3,0,16,running,43,29,14,0
Joey Logano,22,Team Penske,Ford,2024,3,9,1,0,9,0,2,running,30,28,2,0
William Byron,24,Hendrick Motorsports,Chevrolet,2024,3,10,4,0,0,0,15,running,27,27,0,0
Daniel Suarez,99,Trackhouse Racing,Chevrolet,2024,3,11,16,0,0,0,15,running,26,26,0,0
Chase Elliott,9,Hendrick Motorsports,Chevrolet,2024,3,12,11,0,6,0,0,running,30,25,5,0
Brad Keselowski,6,RFK Racing,Ford,2024,3,13,25,0,0,0,0,running,24,24,0,0
Erik Jones,43,Legacy Motor Club,Toyota,2024,3,14,22,0,10,0,0,running,24,23,1,0
Carson Hocevar,77,Spire Motorsports,Chevrolet,2024,3,15,14,0,0,0,0,running,22,22,0,0
Austin Dillon,3,Richard Childress Racing,Chevrolet,2024,3,16,19,0,7,0,0,running,25,21,4,0
Ricky Stenhouse Jr,47,JTG Daugherty Racing,Chevrolet,2024,3,17,13,0,0,0,0,running,20,20,0,0
Alex Bowman,48,Hendrick Motorsports,Chevrolet,2024,3,18,23,0,8,0,3,running,22,19,3,0
Daniel Hemric,31,Kaulig Racing,Chevrolet,2024,3,19,34,0,0,0,1,running,18,18,0,0
Josh Berry,4,Stewart-Haas Racing,Ford,2024,3,20,26,0,0,0,0,running,17,17,0,0
Chase Briscoe,14,Stewart-Haas Racing,Ford,2024,3,21,6,0,0,0,1,running,16,16,0,0
John H. Nemechek,42,Legacy Motor Club,Toyota,2024,3,22,27,0,0,0,0,running,15,15,0,0
Ryan Preece,41,Stewart-Haas Racing,Ford,2024,3,23,36,0,0,0,0,running,14,14,0,0
Todd Gilliland,38,Front Row Motorsports,Ford,2024,3,24,31,0,0,0,0,running,13,13,0,0
Michael McDowell,34,Front Row Motorsports,Ford,2024,3,25,12,0,0,0,4,running,12,12,0,0
Kyle Busch,8,Richard Childress Racing,Chevrolet,2024,3,26,21,4,0,0,18,running,18,11,7,0
Justin Haley,51,Rick Ware Racing,Ford,2024,3,27,35,0,0,0,0,running,10,10,0,0
Derek Kraus,16,Kaulig Racing,Chevrolet,2024,3,28,33,0,0,0,2,running,9,9,0,0
Austin Cindric,2,Team Penske,Ford,2024,3,29,3,9,0,0,0,running,10,8,2,0
Harrison Burton,21,Wood Brothers Racing,Ford,2024,3,30,29,0,0,0,0,running,7,7,0,0
Kaz Grala,15,Rick Ware Racing,Ford,2024,3,31,32,0,0,0,0,running,6,6,0,0
Corey LaJoie,7,Spire Motorsports,Chevrolet,2024,3,32,17,7,0,0,0,running,9,5,4,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,3,33,10,10,0,0,0,running,5,4,1,0
J.J. Yeley,44,NY Racing Team,Chevrolet,2024,3,34,37,0,0,0,0,running,0,3,0,0
Bubba Wallace,23,23XI Racing,Toyota,2024,3,35,5,0,0,0,0,running,2,2,0,0
Zane Smith,71,Spire Motorsports,Chevrolet,2024,3,36,24,0,0,0,0,running,1,1,0,0
Chris Buescher,17,RFK Racing,Ford,2024,3,37,9,0,0,0,2,crash,1,1,0,0
Christopher Bell,20,Joe Gibbs Racing,Toyota,2024,4,1,13,0,1,0,50,running,50,40,10,6
